Q1	1	0.167	37041996
Q1	2	0.123	36931932
Q1	3	0.120	36931564
Q2	1	1.149	662806808
Q2	2	1.012	643730734
Q2	3	1.013	663191234
Q3	1	0.377	74660280
Q3	2	0.353	73774792
Q3	3	0.342	73774792
Q4	1	0.868	524398078
Q4	2	0.789	520167705
Q4	3	0.753	524083479
Q5	1	0.865	542158490
Q5	2	0.827	543451324
Q5	3	0.826	547039342
