Q1	0.042	189050450
Q2	0.420	848577126
Q3	0.103	143610421
Q4	0.240	537547548
Q5	0.244	560000763
Q6	0.342	450743378
Q7	0.671	985723731
Q8	0.143	155219901
Q9	0.191	361909331
Q10	0.011	28168183
Q11	0.026	68016385
Q12	0.019	15602131
Q13	0.012	13505863
Q14	0.365	460612114
