Q1	0.008	9657666
Q2	0.992	14107152243
Q3	0.705	11719858047
Q4	1.054	17737065754
Q5	1.047	17493104590
Q6	0.528	4738208512
Q7	0.849	4834563014
Q8	0.117	4347437
Q9	0.005	3786221
Q10	0.012	20544174
Q11	0.001	93808
Q12	0.010	88327688
Q13	0.053	730252888
Q14	0.068	733321482
